,title,company,description,onsite_remote,salary,location,criteria,posted_date,link,Seniority level,Employment type,Job function,Industries,indus_Technology,indus_Information,indus_Internet,indus_Information Services,indus_IT Services,indus_IT Consulting,indus_Hospitals,indus_Health Care,indus_Computer,indus_Network Security,indus_Internet Publishing,indus_Defense,indus_Space Manufacturing,indus_Transportation,indus_Logistics,indus_Supply Chain,indus_Storage,indus_Recreational Facilities,indus_Biotechnology Research,indus_Pharmaceutical Manufacturing,indus_Research Services,indus_Entertainment Providers,indus_Movies,indus_Videos,indus_Sound,indus_Medical Equipment Manufacturing,indus_Insurance,indus_Chemical Manufacturing,indus_Ground Passenger Transportation,indus_Software Development,indus_Staffing,indus_Recruiting,indus_Financial Services,indus_Libraries,indus_Computer Games,indus_Computer Hardware Manufacturing,indus_Business Consulting,indus_Services,indus_Advertising Services,indus_Non-profit Organizations,indus_Nanotechnology Research,indus_Data Infrastructure,indus_Analytics,indus_Manufacturing,indus_Food,indus_Beverage Services,indus_Beverage Manufacturing,indus_Higher Education,indus_Travel Arrangements,indus_Mental Health Care,indus_Strategic Management Services,indus_Hospitality,indus_Real Estate,indus_Oil,indus_Gas,indus_Industrial Machinery Manufacturing,indus_Civic,indus_Social Organizations,indus_Investment Banking,indus_Banking,indus_Investment Management,indus_Online Audio,indus_Video Media,indus_Capital Markets,indus_Retail,indus_Government Administration,indus_Government Relations Services,indus_Mining,indus_Renewable Energy Semiconductor Manufacturing,indus_Newspaper Publishing,indus_Human Resources Services,indus_Accounting,indus_Retail Luxury Goods,indus_Jewelry
29,Data Scientist,Experfy,Nan,onsite,nan,"Texas City, TX","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-07,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3755397901?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=LmfxZ%2F%2FM9dv%2FLJvFCyOk1g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Data Scientist with AL & ML,Saransh Inc,Nan,onsite,nan,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-10-10,https://www.linkedin.com/jobs/view/data-scientist-with-al-ml-at-saransh-inc-3735366115?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=Y5D54pEccfVCqAeE5ZHY7w%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Data Scientist, Product Analytics",Meta,Nan,onsite,"$109,000.00-$166,000.00","Bellevue, WA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3763233556?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=JGNRcfm8CaQDvpteVaindQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Data Scientist, Product Analytics",Meta,Nan,onsite,"$165,000.00-$232,000.00","Menlo Park, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3763235429?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=d4fKvegLY22IneosR4nfbw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Data Scientist - Marketing Analytics,MarketBridge,Nan,onsite,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-27,https://www.linkedin.com/jobs/view/data-scientist-marketing-analytics-at-marketbridge-3752271170?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=HbxyceUD0jQo16Chc9TpuA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,AI/ML Engineer-Data Scientist,Saransh Inc,Nan,onsite,nan,"Los Angeles, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Information Services and IT Services and IT Consulting'}]",2023-11-15,https://www.linkedin.com/jobs/view/ai-ml-engineer-data-scientist-at-saransh-inc-3760316009?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=mg2R1VPNPYoRTTJqRawngA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,Information Services and IT Services and IT Consulting,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Machine Learning Engineer,CINQCARE,Nan,onsite,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cinqcare-3741803156?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=BIulK5o3rNU9QuPEBopL1w%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Data Scientist,CVS Health,Nan,onsite,"$73,500.00-$170,000.00","New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Hospitals and Health Care'}]",2023-10-31,https://www.linkedin.com/jobs/view/data-scientist-at-cvs-health-3763340506?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=A1mhEu%2Buj%2FJbOMuvgw6p8g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Data Scientist,"Aperio Global, LLC",Nan,onsite,nan,"Chantilly, VA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Computer and Network Security'}]",2023-11-20,https://www.linkedin.com/jobs/view/data-scientist-at-aperio-global-llc-3767053766?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=xI9WUP3CEy8qwBNBIzp2AA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Computer and Network Security,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Data Scientist,Saransh Inc,Nan,onsite,nan,"Auburn Hills, MI","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Information Services and IT Services and IT Consulting'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-at-saransh-inc-3766095677?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=mhayfvBxZWg%2FY6Uo5roGCA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,Information Services and IT Services and IT Consulting,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Data Scientist,STEMBoard,Nan,onsite,nan,"Tampa, FL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-23,https://www.linkedin.com/jobs/view/data-scientist-at-stemboard-3746740797?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=rNMNm%2FxL0PJlxkKpX4yk%2BA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Data Scientist with AI/ML,Cloud BC Labs,Nan,onsite,nan,"Reston, VA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-02,https://www.linkedin.com/jobs/view/data-scientist-with-ai-ml-at-cloud-bc-labs-3752496631?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=Athz0UTJZ2Io1NbDOoyahg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Data Scientist, Product Analytics",Meta,Nan,onsite,"$165,000.00-$232,000.00","Seattle, WA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-3763232625?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=vRXAQlZBPtuF5Aq4pJ9XXA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Data Scientist,"Global Dimensions, LLC",Nan,onsite,nan,"Tampa, FL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-13,https://www.linkedin.com/jobs/view/data-scientist-at-global-dimensions-llc-3739543379?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=QyO%2FEh%2FtG2L5qTib8QCYCA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Data Scientist, Sr. (Full time remote)",Lockheed Martin,Nan,onsite,nan,"Moorestown, NJ","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-11-15,https://www.linkedin.com/jobs/view/data-scientist-sr-full-time-remote-at-lockheed-martin-3766159700?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=rt3FQum1z47fsVLaTcRPyQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Defense and Space Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Machine Learning Ops Engineer at AI image-to-image startup,Ponce AI,Nan,onsite,nan,"San Francisco, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-05,https://www.linkedin.com/jobs/view/machine-learning-ops-engineer-at-ai-image-to-image-startup-at-ponce-ai-3758535970?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=3Y6WSjwX%2BSc2BREyJdPu0A%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Data Scientist,Lockheed Martin,Nan,onsite,nan,"Bethesda, MD","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Defense and Space Manufacturing'}]",2023-11-06,https://www.linkedin.com/jobs/view/data-scientist-at-lockheed-martin-3763640658?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=gPtjFM0hOk6N31KrocOSsw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Defense and Space Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Data Scientist,FreedomRoads,Nan,onsite,nan,"Lincolnshire, IL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Recreational Facilities'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-at-freedomroads-3766065104?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=wio1Gb9BqGuq2uB3TKY7Qg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Recreational Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Data Scientist, Product Analytics - Monetization",Meta,Nan,onsite,"$165,000.00-$232,000.00","New York, NY","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-13,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-monetization-at-meta-3763232687?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=Ns4jX33A3oSjnpbYeHMnsw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Data Scientist,Mayvue Solutions,Nan,onsite,nan,"Pittsburgh, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-11-06,https://www.linkedin.com/jobs/view/data-scientist-at-mayvue-solutions-3759484273?refId=%2FwJ2VGPY7QUOtosradTKRg%3D%3D&trackingId=XIvRIfhxZ%2FmPQshG2GXGAw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Data Scientist Intern, Product Analytics",Meta,Nan,onsite,"$6,120.00-$11,000.00","New York, NY","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-intern-product-analytics-at-meta-3763485848?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=Kxb%2FW%2F%2FyVOI%2FTWDaPXoCjQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Data Scientist Intern, Product Analytics",Meta,Nan,onsite,"$6,120.00-$11,600.00","New York, NY","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-intern-product-analytics-at-meta-3763489268?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=hUOT1OLH2h%2FsDqMCLowtLw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,AI/ML Developer,PETADATA,Nan,onsite,nan,"San Francisco, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/ai-ml-developer-at-petadata-3768457924?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=4VJyv5XKvY4wzQvekmvPvQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,R&D Data Scientist,Biogen,Nan,onsite,nan,"Cambridge, MA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Biotechnology Research, Pharmaceutical Manufacturing, and Research Services'}]",2023-11-17,https://www.linkedin.com/jobs/view/r-d-data-scientist-at-biogen-3768134180?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=R7Ug%2FuX6eWkjJppVmznf9Q%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Other,"Biotechnology Research, Pharmaceutical Manufacturing, and Research Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Data Scientist (L6) - Member Product,Netflix,Nan,onsite,nan,"Los Gatos, CA","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound'}]",2023-11-18,https://www.linkedin.com/jobs/view/data-scientist-l6-member-product-at-netflix-3751500613?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=oxEaApHItiiESU8xMQWO8g%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Data Scientist Intern, Product Analytics",Meta,Nan,onsite,"$6,120.00-$11,600.00","Menlo Park, CA","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-intern-product-analytics-at-meta-3763492016?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=JFK467PL68qDyHMN4adxPw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Data Scientist,"Consultant Specialists, Inc. (CSI)",Nan,onsite,nan,"Oceanside, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Consulting, Engineering, and Analyst'}, {'Industries': 'Biotechnology Research, Pharmaceutical Manufacturing, and IT Services and IT Consulting'}]",2023-11-18,https://www.linkedin.com/jobs/view/data-scientist-at-consultant-specialists-inc-csi-3762635618?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=ob1exRtG5d9K69TUPmwIOQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Consulting, Engineering, and Analyst","Biotechnology Research, Pharmaceutical Manufacturing, and IT Services and IT Consulting",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Data Scientist Intern, Product Analytics",Meta,Nan,onsite,"$6,120.00-$11,600.00","San Francisco, CA","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-11,https://www.linkedin.com/jobs/view/data-scientist-intern-product-analytics-at-meta-3763490304?refId=8dC7TyWE6kJt4jmjoCswZQ%3D%3D&trackingId=BCCA58if5EOkAjJ5dHqo1w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Internship,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
